ID,NOME_OBRA,AUTOR,TIPOLOGIA,MATERIAL,DT_IMPLANT,CONPRESP,CONDEPHAAT,TOMBAMENTO,LOCAL,IPHAN,LINK_RES,problematica
135,Forma rompida,"IANELLI, Arcângelo",Escultura Abstrata,aço pintado e concreto,2002,não consta,não consta,não,Parque da Aclimaçăo,não consta,não consta,N
136,Francisco Cintra Gordinho,"FERNANDES, Cláudia",Busto,bronze e granito,2009,não consta,não consta,não,Praça Dr. Francisco Cintra Gordinho,não consta,não consta,N
137,Francisco de Miranda,"GONZÁLEZ, Lorenzo; TABACCO, Carmello",Estátua,bronze e granito,1978,não consta,não consta,não,Avenida Paulista (canteiro central altura da Rua Bela Cintra),não consta,não consta,N
138,Francisco Mignone,"GIORG, I Bruno",Herma,bronze e mármore,198-,não consta,não consta,não,Baixos do Viaduto do Chá (interior do Museu do Teatro Municipal),não consta,não consta,N
139,Fundadores de Săo Paulo,"MORRONE, Luiz",Grupo escultórico (MONUMENTO),bronze e granito,197-,não consta,não consta,não,Rua Manoel da Nóbrega (próximo a Avenida Sargento Mário Kozel Filho),não consta,não consta,S
140,Garatuja,"NITSCHE, Marcelo",Escultura Abstrata,aço pintado,1979,não consta,não consta,não,Praça da Sé (piso das bilheterias da Estaçăo Sé),não consta,não consta,N
141,Gato,"ROSA, Gustavo",Escultura Figurativa,chapas de aço pintadas,2000,não consta,não consta,não,Parque Anhangabaú (baixos do Viaduto Santa Ifigênia),não consta,não consta,N
142,General Estilac Leal,"MORRONE, Luiz",Cabeça,bronze e concreto,1999,não consta,não consta,não,Praça Arquiteto Ícaro de Castro Melo,não consta,não consta,N
143,General José Artigas,desconhecido,Cabeça,bronze e granito,1999,não consta,não consta,não,Praça América,não consta,não consta,N
144,Gibran Khalil Gibran,"EID, Odette",Cabeça,bronze e granito,2008,não consta,não consta,não,Praça Professor Jairo de Almeida Ramos,não consta,não consta,N
145,Giuseppe Garibaldi,"GALLORI, Emilio",Herma,bronze e granito,1910,não consta,não consta,não,Parque da Luz,não consta,não consta,N
146,Giuseppe Verdi,"ZANI, Amadeo",Grupo escultórico,bronze e granito,1948,RES. 37/1992,não consta,sim,Parque Anhangabaú (junto as escadas de acesso à Rua Líbero Badaró),não consta,https://www.prefeitura.sp.gov.br/cidade/upload/d475b_37_T_Vale_do_Anhangabau.pdf,N
147,Glória Imortal Aos Fundadores de Săo Paulo,"ZANI, Amadeo",Coluna,bronze e granito,1925,RES. 17/2007,não consta,sim,Pátio do Colégio,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/2ffeb_17_T_Centro_Velho.pdf,S
148,Goethe,"SIGULDA, Tao",Cabeça,bronze e mármore,1976,não consta,não consta,não,Praça Dom José Gaspar,não consta,não consta,N
149,Governador Abreu Sodré,"CALABRONE, Domenico",Cabeça estela,bronze e concreto,1976,não consta,não consta,não,Praça da Liberdade,não consta,não consta,S
150,GRAÇAS,"BRECHERET, Victor",Estátua,bronze e granito,ca. 1941,não consta,não consta,não,Galeria Prestes Maia,não consta,não consta,N
151,Grande Fita Amarela,"WEISSMANN, Franz",Escultura Abstrata,aço pintado,2003,não consta,não consta,não,Rua Gália,não consta,não consta,N
152,Guanabara,"FERRI, Joăo Batista",Estátua,granito,2008,não consta,não consta,não,Viaduto do Chá (cabeceira) em frente ao Edifício Matarazzo,não consta,não consta,N
153,Guilherme Kawall,desconhecido,Placa,bronze e concreto,1969,não consta,não consta,não,Praça Guilherme Kawall,não consta,não consta,N
154,Guilherme Quandt de Oliveira,"BERTON,I Sérgio",Busto,bronze e cimento,ca. 1976,não consta,não consta,não,Praça Guilherme Quandt de Oliveira,não consta,não consta,N
155,Hachiro Miyasaki,"WIEL, Antonio Van de",Herma,bronze e granito,1987,não consta,não consta,não,Largo da Pólvora,não consta,não consta,N
156,Heliponto Municipal Demoiselle,desconhecido,Marco,alvenaria de tijolos bronze e azulejos,1972,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
158,Heróis da Travessia do Atlântico,"ZORLINI, Ottone",Coluna,bronze granito e mármore,2010,não consta,não consta,não,Parque da Barragem,não consta,não consta,S
159,Homem na Chuva,"MOTTA, Christina",Estátua,bronze,2008,não consta,não consta,não,Parque do Povo,não consta,não consta,N
160,Homenagem a Alceu Amoroso Lima,"FERRARI, León",Escultura Abstrata,ferro pintado,2009,não consta,não consta,não,Jardim da Biblioteca Alceu Amoroso Lima,não consta,não consta,N
161,Homenagem a Forma,"HIRS, Maria Aparecida (Pita)",Escultura Abstrata,concreto pintado e bronze,2003,não consta,não consta,não,Praça América,não consta,não consta,N
162,Homenagem a Jesus Teixeira da Costa,desconhecido,Busto,bronze e concreto,1993,não consta,não consta,não,Praça Jesus Teixeira da Costa,não consta,não consta,N
163,Homenagem ao Cafeeiro,"ZERI, Francisco",Escultura Figurativa,bronze e granito,1955,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
164,Homenagem ao Căo Salomăo,desconhecido,Marco,alvenaria de tijolos e aço,2004,não consta,não consta,não,Praça Oscar da Silva,não consta,não consta,N
165,Homenagem ao Dr. Gastăo Vidigal,"GODIŃO, Juan Casio",Chafariz Herma,bronze granito e pedra sabăo,ca. 1999,não consta,não consta,não,Avenida Doutor Gastăo Vidigal (próximo a Praça Apecatu),não consta,não consta,N
166,Homenagem ao Imortal Prefeito de Săo Paulo José Vicente de Faria Lima,"MORRONE, Luiz",Estátua,bronze e granito,1972,não consta,não consta,não,Avenida Brigadeiro Faria Lima (canteiro central em frente ao Esporte Clube Pinheiros),não consta,não consta,N
167,Homenagem ao Tango,"VIVAS, Roberto",Escultura Figurativa,bronze e granito,1996,não consta,não consta,não,Parque Buenos Aires,não consta,não consta,N
168,Homenagem Aos Húngaros,LEBÚF,Alto relevo,bronze e granito,ca. 2000,não consta,não consta,não,Praça do Povo Húngaro,não consta,não consta,N
169,Homenagem ŕs Artes,"GUERRA, Julio",Painel,alvenaria  concreto mosaico de pedras e pintura mural,ca. 1957,não consta,não consta,não,Avenida Adolfo Pinheiro nş 765,não consta,não consta,N
170,Homenagem da Colônia Líbano-Brasileira em Comemoraçăo dos 500 Anos do Descobrimento do Brasil,"EID, Odette",Escultura Figurativa,bronze e granito,2000,não consta,não consta,não,Praça Professor Jairo de Almeida Ramos,não consta,não consta,N
171,Homenagem da Colônia Portuguesa,desconhecido,Marco,granito e bronze,1920,não consta,não consta,não,Parque da Luz,não consta,não consta,N
172,Homenagem de Săo Paulo Aos Veteranos da Força Aérea Brasileira,ANDRIOLI R.,Estátua,bronze e granito,1993,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
173,Ibrahim Nobre - O Tribuno,"MORRONE, Luiz",Estátua,bronze e granito,1972,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
174,IGUATINGA (Fragmento do Monumento a Paulo Eiró),"GUERRA, Julio",Estátua,bronze,1990,não consta,não consta,não,Praça Marcos Manzini (interior da Biblioteca Prestes Maia),não consta,não consta,N
175,Impressőes Paulistanas,"ZURITA, Rita de Cássia Ribeiro",Painel,concreto e bronze,1988,não consta,não consta,não,Praça Deputado Afrânio de Oliveira,não consta,não consta,N
176,Índio Caçador,"FERRI, Joăo Batista",Estátua,bronze e granito,1940,não consta,não consta,não,Avenida Vieira de Carvalho (canteiro central próximo a Praça da República),não consta,não consta,N
177,Índio Pescador,"LEOPOLDO E SILVA, Francisco",Chafariz Estátua,bronze alvenaria e argamassa de cimento,192-,não consta,não consta,não,Praça Oswaldo Cruz,não consta,não consta,N
178,Infante Dom Henrique,"MORRONE, Luiz",Estátua,bronze e granito,1985,não consta,não consta,não,Praça Professor Rossini Tavares de Lima,não consta,não consta,N
179,Instrumento Para Olhar,"GRINSPUN, Esther",Escultura Abstrata,ferro,1994,não consta,não consta,não,Avenida Bajiru (cruzamento com avenida Professor Fonseca Rodrigues),não consta,não consta,N
181,Jano Jovem Jano Senior,"ROCHA, Valdir",Escultura Figurativa,bronze,25/04/2014,não consta,não consta,não,Parque Esportivo dos Trabalhadores,não consta,não consta,N
182,Jardim da Luz,desconhecido,Placa,mármore e alvenaria,1981,não consta,não consta,não,Parque da Luz,não consta,não consta,N
183,Jardim Japonês,desconhecido,Placa,granito,1974,não consta,não consta,não,Largo da Pólvora,não consta,não consta,N
184,Joăo Mendes,"ZADIG, William",Herma,bronze e concreto,1988,não consta,não consta,não,Praça Doutor Joăo Mendes,não consta,não consta,N
185,Joaquim Eugênio de Lima,"MINGO, Roque de",Herma,bronze e granito,1952,não consta,não consta,não,Parque Tenente Siqueira Campos (Trianon),não consta,não consta,N
186,John Graz,"KWIATKOWSKA, Hanna",Cabeça,bronze concreto e mármore,1988,não consta,não consta,não,Praça John Graz,não consta,não consta,N
187,John Mackenzie,"BARROS, Denise",Herma,cimento e granito,2008,não consta,não consta,não,Praça Universidade Mackenzie,não consta,não consta,N
189,José Bonifácio de Andrada e Silva,"MORRONE, Luiz",Herma,bronze e granito,1988,não consta,não consta,não,Parque da Independência,não consta,não consta,N
190,José Bonifácio de Andrada e Silva Patriarca da Independência,"CESCHIATTI, Alfredo",Estátua,bronze e granito,1972,não consta,não consta,não,Praça do Patriarca,não consta,não consta,N
191,José Bonifácio O Moço,"ENGRAND, Georges",Estátua,bronze e granito,1936,não consta,RES. SC 185/02,sim,Largo Săo Francisco (saguăo de entrada da Faculdade de Direito da USP),não consta,não consta,N
192,José Pedro Leite Cordeiro,"MORRONE, Luiz",Herma,bronze e granito,1986,não consta,não consta,não,Largo do Arouche,não consta,não consta,N
193,Lanterna de Pedra (Tooro),desconhecido,Marco,pedra alvenaria e bronze,1978,não consta,não consta,não,Largo da Pólvora,não consta,não consta,N
194,Laocoonte,desconhecido,Grupo escultórico,bronze e argamassa,19--,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
195,Lasar Segall,desconhecido,Totem,granito ferro pintado e bronze,1991,não consta,não consta,não,Praça Lasar Segall,não consta,não consta,N
196,Leăo,desconhecido,Estátua,argamassa armada,19--,não consta,não consta,não,Praça Cílio Carnelos,não consta,não consta,N
197,Leăo,desconhecido,Estátua,mármore,196-,não consta,não consta,não,Parque Ibirapuera (próximo a Administraçăo do parque),não consta,não consta,N
198,Leăo Lutando Com Uma Serpente,desconhecido,Grupo escultórico,ferro fundido alvenaria e granito,ca. 1916,não consta,não consta,não,Parque Buenos Aires,não consta,não consta,N
199,Luís Eduardo Magalhăes,"FERNANDES, Cláudia",Máscara totem,bronze e concreto,1998,não consta,não consta,não,Viaduto Deputado Luís Eduardo Magalhăes,não consta,não consta,N
200,Luiz Gama,"MALLOZZI, Yolando",Busto,bronze e granito,1931,não consta,não consta,não,Largo do Arouche,não consta,não consta,N
202,Măe,"FRACAROLLI, Caetano",Escultura Figurativa,mármore,1970,não consta,não consta,não,Parque Buenos Aires,não consta,não consta,N
203,Măe Preta,"GUERRA, Julio",Estátua,bronze e granito,1955,RES. 16/2004,não consta,sim,Largo do Paissandu,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/f8bff_16_Complementa_Res_37_92.pdf,N
204,Maestro Eleazar de Carvalho,"D’ÁVILA, Cícero",Estátua,bronze e granito,2010,não consta,não consta,não,Boulevard de acesso a Sala Săo Paulo no interior do prédio da Estaçăo Júlio Prestes,não consta,não consta,N
205,Mahatma Gandhi,"PAL, Gautan",Estátua,bronze e granito,2002,não consta,não consta,não,Praça Túlio Fontoura,não consta,não consta,N
206,Mais Ibirapuera Pra Você,desconhecido,Marco,concreto e aço,1994,não consta,não consta,não,Parque Ibirapuera (próximo a antiga serraria),não consta,não consta,N
207,Măo Que Segura Pedra Pequena,"MARTINS, Juarez",Escultura Figurativa,aço e concreto,2008,não consta,não consta,não,Praça Silva Teles,não consta,não consta,N
208,Marco Comemorativo do IV Centenário do Ipiranga,"GRACIANO, José Roberto",Marco,concreto,1984,não consta,não consta,não,Praça Monte Azul Paulista,não consta,não consta,N
209,Marco Rodoviário,desconhecido,Marco quilométrico,concreto de pedregulho com argamassa de cimento,ca. 1916,RES. 13/2013,não consta,sim,Rua Silva Bueno (lado oposto do nº 375),não consta,https://www.prefeitura.sp.gov.br/cidade/upload/1313_1382134216.pdf,N
211,Marco Rodoviário,desconhecido,Marco quilométrico,concreto de pedregulho com argamassa de cimento,ca. 1916,RES. 13/2013,não consta,sim,"Avenida Professor Francisco Morato, 5135",não consta,https://www.prefeitura.sp.gov.br/cidade/upload/1313_1382134216.pdf,N
212,Marco Rodoviário,desconhecido,Marco quilométrico,concreto de pedregulho com argamassa de cimento,ca. 1916,RES. 13/2013,não consta,sim,Rua França Pinto (esquina com Rua Domingos de Moraes),não consta,https://www.prefeitura.sp.gov.br/cidade/upload/1313_1382134216.pdf,N
213,Marco Zero,"VILLIN, Jean Gabriel",Marco quilométrico,mármore  bronze e granito,1934,RES. 17/2007,não consta,sim,Praça da Sé,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/2ffeb_17_T_Centro_Velho.pdf,N
214,Marco Zero do Hiphop,desconhecido,Marco,granito,26/09/2014,não consta,não consta,não,"Rua 24 de maio, 168 - esquina com a R. Dom José de Barros",não consta,não consta,N
215,Marechal do Ar Alberto Santos Dumont,"MORRONE, Luiz",Cabeça,bronze e granilite,1975,não consta,não consta,não,Praça Comandante Eduardo de Oliveira,não consta,não consta,N
216,Maria Esther Bueno,"CARLI, Arlindo Castellane de",Estátua,bronze e concreto,1998,não consta,não consta,não,Estádio Municipal Paulo Machado de Carvalho (junto as quadras de tênis),não consta,não consta,N
217,Maria Esther Bueno,"ROSA, Gustavo",Escultura Figurativa,bronze e mármore,ca. 199-,não consta,não consta,não,Praça Califórnia,não consta,não consta,N
218,Mário de Andrade,"GIORGI, Bruno",Cabeça,bronze e granito,1946,não consta,não consta,não,Praça Dom José Gaspar,não consta,não consta,N
219,Martins Miragaia Dráusio e Camargo,desconhecido,Marco,granito e concreto,1956,não consta,não consta,não,Praça da República,não consta,não consta,N
220,Mártires Armênios,desconhecido,Obelisco,granito,ca. 1965,não consta,não consta,não,Praça Armênia,não consta,não consta,N
221,Memorial Carlos Marighella,"FERRAZ, Marcelo",Marco,granito e madeira - tronco de árvore: tipuana,2004,não consta,não consta,não,Alameda Casa Branca (altura do nº 815),não consta,não consta,N
222,Memorial Cláudio Abramo,desconhecido,Escultura Abstrata,granito,1988,não consta,não consta,não,Praça Cláudio Abramo,não consta,não consta,N
223,Menorah,desconhecido,Candelabro,concreto e ferro,19--,não consta,não consta,não,Praça Mashiach Now,não consta,não consta,N
224,Mercúrio em Repouso,desconhecido,Estátua,bronze e granito,Entre 1938 - 1945,não consta,não consta,não,Praça da República,não consta,não consta,N
225,Milon de Crotona,desconhecido,Grupo escultórico,cerâmica e granito,ca. 1916,não consta,não consta,não,Parque Buenos Aires,não consta,não consta,N
226,Moisés,desconhecido,Estátua,bronze e granito,194-,não consta,não consta,não,Galeria Prestes Maia,não consta,não consta,N
227,Monsenhor Luiz Gonzaga de Moura,"ROTONDARO, Rafael",Herma,argamassa fulget e mármore,1990,não consta,não consta,não,Praça Cornélia,não consta,não consta,N
228,Monumento a Zumbi,"DOS SANTOS, José Maria  (Jofe)",Estátua,Bronze granito e pedra,20/11/2016,não consta,não consta,não,"Praça Antônio Prado, 33",não consta,não consta,N
229,Obelisco e Mausoléu ao Soldado Constitucionalista de 1932,"EMENDABILI ,Galileo; PUCCI, Mário Edgard H.",Obelisco mausoléu,mármore e bronze,1955,RES. 05/1991,RES. SC 23/1981,sim,Parque Ibirapuera,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/d833c_05_TEO_89_itens.pdf,N
230,Monumento a ACM,"GUIMARĂES, Antonio Carlos Barbosa",Escultura Abstrata,concreto armado,1982,não consta,não consta,não,Praça do Acemista,não consta,não consta,N
231,Monumento ŕ Aldeia de Nossa Senhora Dos Pinheiros,"MORRONE, Luiz",Totem,bronze e granito,1971,não consta,não consta,não,Praça Joăo Nassar,não consta,não consta,N
232,Monumento a Carlos Gomes,"BRIZZOLLARA, Luiz",Chafariz grupo escultórico,bronze  mármore e granito,1922,RES. 37/1992,não consta,sim,Praça Ramos de Azevedo,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/d475b_37_T_Vale_do_Anhangabau.pdf,N
235,Monumento a Federico Garcia Lorca,"CARVALHO, Flávio de",Escultura Abstrata,ferro chapas metálicas recortadas e alvenaria,1979,não consta,não consta,não,Praça das Guianas,não consta,não consta,N
236,Monumento à Independência,"XIMENES, Ettore",Grupo escultórico,bronze granito e concreto,1922,RES. 05/1991,RES. SC SN/1975,sim,Parque da Independência,PROC. 1348-T-95,https://www.prefeitura.sp.gov.br/cidade/upload/d833c_05_TEO_89_itens.pdf,N
237,Monumento ŕ Infância – 30 Anos da Declaraçăo Universal Dos Direitos da Criança,"MATTOS, Manoel G.",Painel,concreto armado,ca. 1989,não consta,não consta,não,Praça Giordano Bruno,não consta,não consta,N
238,Monumento ŕ Legalidade,"LAROCCA, Vicente",Estátua,bronze,197-,não consta,não consta,não,"Rua Amambaí, 9 (interior do III Batalhăo de Choque da Polícia Militar de Săo Paulo)",não consta,não consta,N
239,Monumento a Paulo Eiró,"GUERRA, Julio",Chafariz Toten,alvenaria e mosaico de pedras,Entre 1950 - 1953,não consta,não consta,não,Praça Marechal Floriano Peixoto,não consta,não consta,N
240,Monumento a Ramos de Azevedo,"EMENDABILI, Galileo",Grupo escultórico,bronze e granito,1974,não consta,não consta,não,Cidade Universitária – Praça Ramos de Azevedo,não consta,não consta,N
241,Monumento ŕ Saúde,"CANATO, J.C.",Grupo escultórico,bronze granito e azulejos,ca. 1988,não consta,não consta,não,Praça Willian Colgate,não consta,não consta,N
243,Monumento ao Duque de Caxias,"BRECHERET, Victor",Estátua,bronze e granito,1960,não consta,Pro SC 49698/04,não,Praça Princesa Isabel,não consta,não consta,S
244,Monumento ao Ex-Combatente,"CARON, Jorge O.",Escultura Abstrata,aço concreto e mármore,1999,não consta,não consta,não,Praça Carlos Gardel,não consta,não consta,N
245,Monumento ao Imigrante Italiano,"EMENDABILI, Galileo",Painel,bronze e mármore,1988,não consta,não consta,não,Praça Imigrante Italiano,não consta,não consta,N
246,Monumento ao Maçom,"ALEXANDRE, Carlos Alberto Inácio",Totem,concreto armado piso: mosaico portuguęs com calcário e basalto,1982,não consta,não consta,não,Praça do Maçom,não consta,não consta,N
247,Monumento ao Milênio da Polônia Cristă,"REIF, Victor; SZABUNIEWICZ,  Miroslaw; GRABOWSKI, Mieqyslaw",Marco,mármore e granito,1966,não consta,não consta,não,Praça Comandante Renato Pacheco Pedroso,não consta,não consta,N
248,Monumento ao Pêssego,desconhecido,Marco,concreto e bronze,1994,não consta,não consta,não,Praça Yasuo Yamamoto,não consta,não consta,N
249,Monumento ao Trabalhador do Asseio Conservaçăo e Limpeza Urbana,"TOLEDO, Murilo Sá",Estátua,bronze,2011,não consta,não consta,não,Praça Marechal Deodoro,não consta,não consta,N
250,Monumento aos heróis da FEB,desconhecido,Hélice,bronze metal concreto e granito,1985,não consta,não consta,não,Praça Heróis da Força Expedicionária Brasileira,não consta,não consta,N
251,Monumento Aos Pioneiros da Imigraçăo Japonesa,"SUZUKI, Takeshi",Placa,granito e bronze,1975,não consta,não consta,não,Parque Ibirapuera,não consta,não consta,N
252,Monumento às Bandeiras,"BRECHERET, Victor",Grupo escultórico,granito,1953,RES. 05/1991,RES. SC 31/1985,sim,Praça Armando de Salles Oliveira,não consta,https://www.prefeitura.sp.gov.br/cidade/upload/d833c_05_TEO_89_itens.pdf,S
253,Monumento Ŕs Musas da Escultura e da Engenharia,"EMENDABILI, Galileo",Grupo escultórico,bronze e granito,2008,não consta,não consta,não,Praça Luís Carlos Paraná,não consta,não consta,N
254,Monumento da Liberdade – Marco Comemorativo do Cinqüentenário da Imigraçăo Lituana,desconhecido,Coluna,bronze concreto e granito,1985,não consta,não consta,não,Praça República Lituana,não consta,não consta,N
255,Monumento em Homenagem Aos 450 Anos da Mooca,"FREGNANI,  Renato",Marco,chapas metálicas pintadas,2006,não consta,não consta,não,Avenida Paes de Barros (cruzamento com Rua da Mooca),não consta,não consta,N
256,Monumento em Homenagem aos Mortos e Desaparecidos Políticos,"OHTAKE, Ricardo",Escultura Abstrata,aço corten,2014,não consta,não consta,não,Portăo 10 Parque do Ibirapuera,não consta,não consta,N
257,Monumento em Homenagem Aos Pioneiros da Imigraçăo Coreana,desconhecido,Marco,granito e metal,1992,não consta,não consta,não,Praça República da Coréia,não consta,não consta,N
258,Monumento em Homenagem as Vítimas do Genocídio de 1915,"RECALD,E José Jerez",Grupo escultórico,granito e bronze,1966,não consta,não consta,não,Praça Armênia,não consta,não consta,N
259,Monumento Mohamed V,"CHABAA, Mohamed",Fonte,alvenaria e mosaico marroquino,1989,não consta,não consta,não,Praça Rodrigues de Abreu,não consta,não consta,N
260,Moraes Sarmento,desconhecido,Medalhăo estela,bronze e concreto,ca. 1999,não consta,não consta,não,Praça Moraes Sarmento,não consta,não consta,N
